char,sim
𠓻,"['踚', '𡃋', '𣗾', '𣘈', '鑰', '輪', '𨫅', '𧷺', '𧹪', '睔', '綸', '𢀧', '龥', '埨', '𣄇', '論', '錀', '棆', '𧛈', '碖']"
𠔦,"['絸', '規', '钖', '緄', '緆', '級', '𨀻', '柺', '场', '堍', '𨀌', '馄', '賖', '緹', '埙', '竧', '陨', '𦁀', '䚀', '𧸒']"
𠔭,"['慘', '惨', '渗', '滲', '墋', '襂', '摻', '傪', '剼', '漻', '偧', '珍', '恀', '憀', '縿', '磣', '穇', '䅟', '谬', '𠉠']"
𠔮,"['𨃰', '歉', '赚', '膁', '慊', '𢐎', '豏', '槏', '稴', '尲', '䁠', '𡗄', '兼', '𠁟', '隒', '賺', '謙', '嗛', '熑', '甉']"
𠖈,"['庀', '冠', '迂', '𨑜', '还', '汒', '忙', '𥭎', '玩', '讫', '完', '茫', '氾', '抏', '𠃷', '宂', '垞', '圬', '圪', '院']"
𠖘,"['納', '𥧩', '綗', '緉', '網', '綱', '𩄵', '𢗉', '𦀴', '𥾽', '絅', '綑', '絹', '絚', '絪', '阏', '𨃺', '縆', '絙', '𠺶']"
𠖝,"['繸', '𦀴', '綉', '绣', '綻', '於', '縘', '紇', '綊', '紘', '絃', '絯', '磙', '縟', '綌', '绽', '恱', '練', '徐', '𥿺']"
𠖤,"['𨼚', '𣛥', '𤮑', '𢴾', '𨅥', '慫', '𠎩', '𣼰', '應', '𢚴', '懲', '慤', '悉', '懇', '憇', '僁', '𠞹', '𢚁', '𢴑', '態']"
𠖨,"['𤮠', '檬', '懞', '𡒯', '𤔽', '𦆟', '濛', '𧃶', '邃', '𤘁', '𤔾', '礞', '𦼟', '窳', '葲', '簶', '滢', '檺', '蒄', '潆']"
𠖭,"['𣱾', '𠮩', '刁', '𤽀', '汒', '辽', '勺', '汈', '𧾿', '瓜', '叼', '勹', '邝', '邳', '习', '饣', '子', '邙', '汇', '疒']"
𠖯,"['汔', '讫', '仡', '䇄', '圪', '忔', '泛', '陀', '迄', '氾', '𣲆', '汒', '沱', '该', '汜', '垞', '庀', '诧', '扢', '𣭛']"
𠖰,"['𣲆', '汜', '忋', '氾', '𡉏', '圮', '记', '㲸', '𧿆', '𠖯', '𠲹', '𢩽', '𠇕', '玘', '仡', '𣅗', '𢩵', '巸', '汒', '𣇡']"
𠖾,"['沫', '沬', '洓', '涞', '涼', '洡', '冻', '洙', '浃', '淶', '凉', '溒', '诛', '浗', '决', '洃', '浾', '沈', '沭', '𣷴']"
𠖿,"['𣳔', '㳉', '𣷠', '凋', '潤', '𣾺', '浿', '湡', '澗', '𣼽', '𣼶', '𤂷', '湖', '𣼱', '渦', '泹', '沮', '漰', '澠', '淍']"
𠗣,"['淪', '溣', '倫', '惀', '瀹', '埨', '禴', '𣼍', '陯', '㫻', '腀', '渝', '掄', '龥', '𠁄', '谕', '睔', '𣄇', '踚', '扁']"
𠗤,"['㳝', '𦀐', '𤵴', '㳹', '恠', '侹', '𥇁', '诳', '谁', '暀', '任', '廷', '𥆂', '饪', '涖', '佻', '彺', '注', '准', '𦀍']"
𠗰,"['𣹗', '聄', '跈', '谬', '𡪇', '渗', '鎀', '袗', '抮', '修', '畛', '𤇪', '傪', '俢', '惨', '侈', '昣', '珍', '徏', '慘']"
𠗸,"['𣹟', '凟', '滇', '瀆', '潰', '濵', '湞', '㵋', '漬', '頑', '𤂫', '頏', '溳', '濱', '𡻔', '頉', '馐', '遺', '澺', '渲']"
𠗹,"['𢟏', '烈', '𤍅', '𦃾', '𥉬', '焏', '濕', '𤊭', '惊', '㦓', '漴', '剽', '湔', '然', '懷', '𤂫', '冺', '煎', '隙', '烬']"
𠘃,"['慟', '働', '動', '㗢', '衝', '懄', '勤', '勘', '𣼷', '緶', '胁', '勃', '劲', '勄', '劸', '𢶂', '𡀣', '䃛', '勧', '𤯺']"
𠘨,"['几', '凢', '凡', '凣', '爪', '八', '叽', '讥', '乃', '邝', '耴', '刀', '广', '刁', '儿', '冗', '忛', '巩', '宂', '亢']"
𠙅,"['竌', '𢘮', '𨀎', '𡴉', '𤖹', '位', '仉', '砬', '垃', '厄', '𠚯', '巩', '𨂖', '䏠', '泣', '跁', '竝', '趴', '讥', '癿']"
𠙣,"['龀', '凱', '剋', '陸', '虺', '説', '郢', '亄', '懻', '鄭', '尪', '隤', '剹', '崸', '憕', '𢢯', '児', '瓼', '陡', '尫']"
𠚐,"['𡉿', '𠣛', '柮', '𦙣', '杕', '枺', '𢪮', '怵', '桃', '杙', '杜', '牀', '柹', '杝', '休', '𢭰', '炑', '楝', '梾', '𣏒']"
𠚢,"['𦋦', '崕', '赸', '岥', '巑', '圸', '嶕', '岭', '巉', '𡫨', '崛', '嵼', '峫', '巒', '嶛', '舢', '巏', '嶟', '𡾭', '岋']"
𠚯,"['见', '厄', '仉', '𤮾', '庀', '瓦', '剋', '宂', '卮', '氾', '讥', '邝', '爪', '𠖈', '巩', '虺', '亢', '耴', '𤮿', '叽']"
𠛌,"['忱', '抌', '扰', '𡉕', '眈', '忧', '扏', '庀', '枕', '尥', '𢩾', '𠃯', '𢩮', '朮', '拋', '䏙', '拢', '耽', '怭', '𠱇']"
𠛣,"['呾', '但', '𥅃', '怛', '𨀏', '伵', '㓠', '崱', '毗', '昛', '䀡', '邙', '刞', '剅', '晅', '冋', '跕', '囘', '坦', '冏']"
𠛤,"['另', '身', '叧', '异', '舅', '皂', '峎', '𠜬', '凫', '貞', '冐', '員', '夛', '昇', '眞', '剪', '畀', '昘', '崑', '𠝕']"
𠜏,"['別', '剋', '刟', '剅', '剈', '别', '制', '剤', '剠', '剖', '𠜯', '例', '削', '𢃉', '副', '㓤', '刡', '觇', '剁', '𣇡']"
𠜬,"['得', '𠊚', '昘', '侽', '躬', '侷', '𠛤', '另', '叧', '㑳', '偎', '畀', '昻', '窮', '劽', '芻', '畏', '𠝕', '𡬷', '慏']"
𠜭,"['宄', '𠟹', '㧅', '刕', '抸', '扰', '劽', '𡥵', '砭', '究', '珑', '𣨰', '笓', '抌', '㶩', '还', '抏', '茫', '孫', '迂']"
𠜮,"['钊', '刽', '刭', '別', '㓟', '刢', '剞', '刺', '劍', '刳', '刟', '剃', '刣', '剤', '釗', '刮', '剌', '刬', '剠', '𠠙']"
𠜯,"['㓤', '剒', '𠟸', '𠟤', '制', '割', '剖', '剞', '剨', '刭', '刮', '刦', '刲', '刟', '倒', '悎', '削', '剴', '刳', '剳']"
𠝇,"['𠜮', '𠞛', '剞', '劍', '劊', '刽', '钊', '刣', '刮', '𡃍', '刟', '㓭', '剮', '創', '別', '刭', '㓟', '刢', '刺', '刷']"
𠝓,"['恀', '侈', '𠉠', '惨', '俊', '後', '例', '慘', '侅', '役', '假', '侺', '偈', '徦', '𢗋', '倓', '侵', '佹', '儐', '倃']"
𠝔,"['努', '绣', '娩', '穷', '劽', '势', '縐', '𠡺', '缛', '竻', '篛', '婍', '𢐊', '𢇉', '姈', '𥿺', '矮', '始', '欸', '筠']"
𠝕,"['昆', '窤', '崑', '毘', '頃', '篦', '凫', '趸', '項', '翨', '啱', '茛', '皂', '屁', '𠝗', '崱', '诣', '貿', '谐', '召']"
𠝖,"['刧', '訒', '剱', '㧅', '舠', '切', '朷', '觢', '糿', '挈', '𠝼', '轫', '劎', '仞', '初', '忉', '刼', '𠹾', '𦁅', '𠜭']"
𠝗,"['𠟹', '𠝕', '𠜭', '恒', '召', '児', '篦', '𠻼', '笘', '頃', '節', '𠃅', '趸', '𥈿', '貿', '垣', '𢀨', '疍', '刕', '毘']"
𠝫,"['㓶', '剗', '剌', '𣥱', '刻', '𠟤', '劐', '刔', '𠠙', '剒', '刺', '荆', '剽', '惓', '刬', '剨', '刲', '刾', '剃', '𡎤']"
𠝺,"['剌', '剿', '揦', '剝', '剃', '刺', '𠠙', '𠝫', '㓶', '剁', '刹', '埭', '刴', '剶', '𢶸', '懍', '剘', '剠', '鄛', '荆']"
𠝻,"['𠟤', '割', '剽', '𠞭', '谌', '𤼸', '𠝫', '剒', '馑', '刲', '蹟', '𣥱', '馐', '劃', '僊', '墝', '愖', '踸', '𦂼', '郜']"
𠝼,"['栔', '刧', '𠝖', '朷', '刼', '𠝺', '軔', '𥾛', '糿', '訒', '鄹', '初', '𢗠', '靭', '牣', '𦁅', '堒', '剁', '鄛', '韌']"
𠞛,"['剐', '剧', '刷', '別', '𠜮', '㓭', '𠝇', '剮', '𠞟', '劇', '剃', '𢃉', '㓟', '𠠙', '𤷯', '剤', '𢈱', '剫', '揦', '削']"
𠞟,"['㓤', '鄗', '𠟸', '割', '剖', '扃', '塙', '剤', '剒', '訶', '峝', '𢲤', '削', '皜', '剞', '闾', '滈', '闹', '阎', '䐧']"
𠞠,"['𠅼', '秩', '𡘮', '𠅎', '矤', '栚', '柣', '砆', '衭', '伕', '枎', '袟', '𤼵', '玞', '祓', '袂', '轶', '焋', '筷', '硖']"
𠞡,"['削', '剴', '剈', '剒', '愲', '刟', '骴', '剖', '傦', '𩨜', '劏', '𠞸', '剅', '𠜯', '㓤', '割', '㓟', '髃', '𠟸', '𠞭']"
𠞢,"['瑪', '頊', '玬', '琚', '𨀊', '瑏', '現', '𢐊', '劽', '𠄀', '珘', '跹', '珗', '琱', '既', '骙', '瑕', '瑉', '毦', '骄']"
𠞭,"['剫', '劐', '剸', '剴', '剗', '𠝫', '𠝻', '劃', '剽', '割', '慺', '𣥱', '剒', '㓟', '㓶', '劅', '剌', '𠠉', '𠟤', '郪']"
𠞸,"['劅', '𠞡', '剴', '剆', '削', '剈', '鄎', '鄔', '𠞭', '劓', '割', '𠝫', '𩿚', '剒', '𢞬', '刟', '𩾰', '刳', '劐', '剠']"
𠞹,"['刻', '僁', '𢚴', '愡', '剩', '隠', '剜', '剽', '𢴑', '𠠍', '喼', '憨', '刴', '隱', '聦', '惓', '慫', '𠠙', '剠', '剁']"
𠞺,"['额', '碦', '悋', '硌', '𣁔', '𣍵', '𨁮', '𦟷', '劄', '𣼯', '𢊫', '剂', '額', '旖', '愘', '𠸛', '𦟋', '𣻃', '频', '恪']"
𠟀,"['鳶', '鳥', '烏', '鵉', '𪀐', '鸞', '鵥', '𪂲', '嶌', '𪁶', '鴰', '窵', '贗', '鴦', '𪆦', '鷗', '島', '鴛', '鳬', '鷽']"
𠟤,"['𠟸', '割', '剒', '𢢆', '剳', '剨', '諪', '惓', '𠜯', '剖', '僊', '𠝫', '𫅜', '鄑', '𢣆', '瞎', '㓤', '倦', '詢', '𠝻']"
𠟥,"['𡮊', '刦', '刬', '刔', '怢', '㓟', '刽', '趔', '钊', '愒', '剃', '刮', '𡮜', '𠜮', '刼', '刭', '剞', '㓶', '刾', '𡮍']"
𠟲,"['粵', '粤', '𧝰', '甹', '𡬼', '崿', '噂', '𣅘', '嶀', '酆', '齶', '澚', '劓', '鄠', '剴', '咢', '愕', '剸', '湂', '陰']"
𠟸,"['剒', '𠟤', '㓤', '割', '剴', '訶', '𠜯', '𧯶', '鄑', '訒', '諪', '刲', '𨔈', '劃', '刻', '郜', '訠', '陆', '荆', '谐']"
𠟹,"['𠝗', '𠜭', '𠝕', '蕷', '預', '觢', '嵿', '鼐', '𩅜', '項', '頊', '爵', '頢', '𩂶', '𨓢', '殨', '訒', '裂', '頂', '貳']"
𠠉,"['剟', '剽', '𤍎', '陬', '馘', '聝', '𢠯', '𢤜', '陂', '陔', '陿', '陜', '𣥱', '倜', '倒', '刻', '剜', '鄇', '𠟸', '頉']"
𠠊,"['置', '𠻼', '匱', '壇', '咺', '𠝕', '𡀢', '𦊛', '篦', '罟', '昆', '巓', '頁', '層', '筪', '𠻂', '𩭵', '𡻗', '𢀨', '冐']"
𠠍,"['黎', '剜', '𠠙', '刻', '刴', '𦀎', '剁', '𠞹', '筣', '剂', '剶', '剢', '裂', '剎', '剩', '剟', '刹', '鄹', '係', '檦']"
𠠑,"['節', '珣', '削', '剆', '則', '𠠉', '𠟸', '殉', '剟', '劕', '郎', '郇', '剅', '𥐔', '𦄞', '𥏿', '倒', '詢', '剤', '割']"
𠠙,"['剨', '剃', '刺', '𠝫', '劐', '剶', '剠', '剌', '剤', '剜', '刻', '劖', '刳', '𠠍', '剗', '㓶', '揦', '劗', '倒', '剁']"
𠠚,"['齒', '齓', '齔', '齜', '齡', '𪘌', '䶧', '齪', '嚙', '齰', '𧢟', '齲', '歯', '齻', '齮', '齟', '齷', '𪘵', '齗', '齣']"
𠠩,"['額', '部', '頟', '頏', '𢊫', '鄑', '𥳉', '𥗳', '頬', '𤭵', '篰', '𣂋', '额', '頗', '愘', '頓', '踷', '詢', '瑉', '𥵕']"
𠠭,"['齠', '𠟹', '詔', '衂', '𨧟', '𠜭', '觢', '劎', '解', '𠝖', '𠸗', '𪘂', '綛', '懈', '刃', '𠝗', '叨', '劒', '龆', '𠹾']"
𠡎,"['助', '肋', '劰', '胁', '忇', '劭', '勆', '劫', '勛', '𠡚', '勖', '阞', '劮', '劻', '劢', '𠲵', '劲', '劾', '勘', '协']"
𠡏,"['劸', '劫', '勃', '助', '劲', '勘', '劾', '劮', '恸', '忇', '勂', '肋', '勒', '协', '劰', '𠡎', '玏', '劻', '勁', '勄']"
𠡚,"['劻', '助', '劰', '肋', '𠡎', '胁', '勖', '劲', '劢', '劫', '劼', '劸', '劶', '勘', '协', '扐', '忇', '劭', '恸', '觔']"
𠡛,"['肋', '助', '勘', '劻', '觔', '劫', '忇', '勖', '勃', '胁', '劭', '勄', '𠢑', '恸', '勑', '𠡎', '勌', '効', '勐', '阞']"
𠡧,"['劭', '劲', '劼', '劾', '勘', '勃', '勂', '劸', '勌', '恸', '勍', '勄', '劻', '劫', '𠣂', '効', '勏', '勖', '助', '勓']"
𠡺,"['势', '劽', '努', '郣', '郭', '𠝔', '𢐊', '穷', '惇', '帮', '憦', '葧', '郀', '郪', '坊', '澇', '郜', '刼', '𦺜', '竻']"
𠢑,"['劻', '勘', '勵', '肋', '勄', '勁', '助', '励', '觔', '勸', '劢', '劭', '勖', '勃', '勧', '勌', '勅', '𠡧', '胁', '勐']"
𠢝,"['勤', '勘', '勃', '劻', '劸', '勛', '勄', '𠡎', '㗢', '𠢑', '勌', '勖', '動', '勨', '𠣂', '𠡧', '助', '勁', '𡣧', '劭']"
𠢞,"['𠢟', '勘', '劸', '劾', '势', '𠡧', '勍', '劲', '𢇉', '勃', '勣', '劫', '劼', '𠣂', '拹', '勂', '効', '劭', '攲', '勖']"
𠢟,"['𠢞', '勘', '賀', '劸', '勣', '𢄂', '𠣂', '𡣧', '勖', '勗', '𠡎', '勅', '𠢝', '劾', '勩', '助', '劫', '𠡧', '𠲵', '勯']"
𠢬,"['𨅐', '剪', '㙘', '勥', '芻', '𧀐', '骙', '姕', '𡗉', '𡏢', '骇', '舞', '塄', '駭', '𡗂', '𢐊', '篛', '嶲', '縯', '弟']"
𠣂,"['勘', '勃', '勅', '𠡧', '勌', '勣', '勸', '勦', '勁', '勤', '勄', '𠢑', '勍', '勑', '𦤯', '勩', '勨', '劸', '勚', '勧']"
𠣛,"['怵', '炑', '杕', '杙', '𠚐', '𡉿', '杖', '𦙣', '𢪮', '牀', '扵', '炢', '休', '𢪯', '述', '𠂪', '枺', '梾', '䊷', '杴']"
𠣶,"['刣', '剞', '刨', '刮', '岣', '𠜮', '刟', '𠝇', '钊', '刉', '別', '刯', '刢', '刭', '刽', '邭', '劊', '劬', '劍', '别']"
𠤆,"['𩅻', '濐', '溚', '𥷧', '𤀞', '渚', '𣽊', '澹', '湧', '𣹓', '𤁩', '淥', '潺', '馐', '渃', '濬', '𣵰', '淳', '渰', '洛']"
𠤌,"['藷', '𠤆', '諸', '𣌆', '諾', '語', '話', '譫', '𥴜', '請', '箸', '諂', '𠟹', '嘻', '諄', '𡃑', '該', '諍', '𠢞', '啫']"
𠤎,"['七', '乜', '弋', '寸', '扌', '弌', '叱', '勹', '𠃌', '士', '仁', '刁', '斗', '乇', '乁', '辶', '疒', '讠', '闩', '乄']"
𠤧,"['提', '㨪', '𡥵', '掍', '馐', '擾', '退', '撔', '埞', '壕', '撮', '𥭎', '摞', '攪', '堒', '毖', '倱', '擐', '坭', '搀']"
𠤩,"['𡓁', '𢤛', '擺', '襬', '𣞻', '𡳹', '罷', '壠', '𤳸', '矲', '儷', '𢟒', '羆', '兠', '𨇑', '犤', '𤳷', '牝', '隴', '䏊']"
𠥈,"['匧', '垴', '瓯', '怄', '𨀿', '𢫮', '歧', '跂', '眍', '陕', '枢', '欧', '豉', '𨀐', '坎', '殴', '垯', '迈', '趔', '埉']"
𠥤,"['醏', '醄', '酷', '酔', '酪', '匿', '陋', '酵', '圈', '酭', '廼', '釂', '醋', '醡', '酕', '酤', '躇', '酰', '醹', '醉']"
𠦩,"['菽', '𧛉', '荍', '杖', '𢙇', '䔩', '𥑴', '珓', '蘞', '𢜞', '救', '桉', '杴', '𦰦', '𦬻', '姣', '𢪯', '枚', '𢗆', '忮']"
𠦯,"['胖', '眫', '牉', '跘', '𨉠', '羘', '畔', '𥐆', '牂', '脬', '報', '羝', '𠴞', '𣫷', '𢏑', '艰', '𤛞', '𦡤', '𧶄', '𦁂']"
𠦳,"['𣨭', '顔', '𣨧', '筓', '殯', '垢', '顏', '蓢', '鄑', '岝', '窄', '該', '許', '都', '預', '荕', '痄', '訏', '豫', '隋']"
𠦹,"['豙', '袤', '𧰬', '邃', '蒙', '家', '塚', '𥵿', '彖', '冢', '蓫', '窽', '冡', '傢', '衺', '稼', '𣹞', '豪', '蒃', '懞']"
𠦺,"['怑', '𧸝', '坢', '牂', '𡭉', '唭', '準', '伴', '牉', '䀧', '絆', '𠁵', '牮', '𠴞', '𣫷', '哄', '畔', '绊', '姅', '𧶯']"
𠦻,"['姅', '堎', '犊', '奘', '韨', '焋', '敥', '羖', '绫', '羧', '耚', '絆', '裝', '黻', '绊', '麸', '㧼', '辏', '辤', '载']"
𠦿,"['筓', '羿', '弊', '笄', '弈', '𡦧', '𥘪', '并', '杵', '幷', '頮', '𣩁', '轿', '笫', '秫', '𥨋', '轩', '称', '姧', '袂']"
𠧆,"['𣖢', '𡦧', '琗', '𥶁', '辫', '䘹', '垶', '輑', '璋', '𠾹', '輁', '释', '踤', '珙', '辤', '乾', '裈', '頬', '𣒲', '蕻']"
𠧌,"['彌', '擟', '儞', '濔', '𢣚', '禰', '倆', '爾', '眪', '隬', '滿', '俩', '柄', '襧', '镾', '俪', '痫', '𥈺', '檷', '陑']"
𠧍,"['顬', '懦', '鄑', '孺', '濡', '鄢', '𥌎', '馐', '霈', '陆', '隭', '郡', '惓', '壖', '儒', '惴', '謼', '磮', '儼', '𠟸']"
𠨡,"['幇', '𠸔', '尌', '埼', '詩', '莂', '掎', '坊', '培', '諾', '诺', '𡋥', '𦵗', '𣫲', '𢯨', '慌', '踖', '恃', '詰', '𦹷']"
𠨪,"['憢', '蹺', '𡗉', '𣩦', '繞', '𦈂', '僥', '磽', '遶', '㚁', '墝', '𡗊', '馐', '𠑬', '篵', '翹', '筵', '𥱰', '堯', '燒']"
𠩕,"['汖', '咪', '汞', '厌', '脒', '昹', '浆', '珧', '状', '𦕟', '屎', '粎', '𥟂', '眯', '眿', '朮', '睬', '粏', '釆', '侎']"
𠪸,"['麇', '穈', '縻', '蘗', '襄', '蘪', '𧃲', '糜', '屧', '藦', '葉', '蘃', '蕖', '廙', '𩄓', '㾹', '𡑢', '廩', '檗', '箳']"
𠫅,"['𠫆', '𥖒', '𨃈', '惸', '𧄈', '惇', '𣂋', '鄐', '部', '𦗞', '諄', '鄚', '𡥴', '帮', '鄀', '孼', '𠡺', '𣁔', '邾', '𡳤']"
𠫆,"['𣂋', '𠫅', '𣍵', '𥀌', '𧄈', '𨃈', '𦗞', '賥', '陪', '𣁔', '謀', '頟', '額', '𤭵', '賂', '𢊫', '譛', '詢', '骆', '𥊘']"
𠫏,"['壁', '𣦰', '𤯿', '𣦮', '𨄉', '踤', '殌', '裤', '𡳥', '儮', '顇', '歷', '𨇗', '𨐸', '穉', '𡓆', '瓑', '攊', '旌', '弳']"
𠫳,"['殶', '叝', '敊', '趆', '圾', '扱', '琝', '豉', '廷', '烲', '頍', '垊', '玻', '玞', '焋', '挺', '刼', '趗', '聀', '𨑤']"
𠫾,"['𡗂', '趍', '𡥥', '垑', '夦', '迻', '拸', '孩', '𥶂', '垓', '窈', '哆', '该', '拶', '纹', '𤿦', '迕', '劸', '眵', '尠']"
𠬃,"['𠬕', '辅', '埔', '𧻷', '塴', '𨁏', '陆', '澍', '𤙭', '捕', '鞴', '𢴍', '𢲣', '璜', '對', '𡎜', '搆', '赽', '擴', '𡓎']"
𠬉,"['掙', '𦽰', '垶', '𥪸', '锌', '埩', '转', '𢲟', '棦', '綧', '穽', '怯', '铮', '載', '𢭂', '呿', '刦', '琤', '载', '辖']"
𠬒,"['骼', '骻', '髂', '骸', '骷', '骰', '骫', '髃', '縎', '骳', '骺', '𩩇', '髋', '顝', '骾', '髈', '骮', '馉', '髑', '𩩬']"
𠬕,"['𠬃', '補', '𥡘', '辅', '秿', '𤙭', '豧', '埇', '捅', '揃', '塴', '澍', '䊇', '捕', '桶', '𢲣', '擴', '𡎜', '挿', '𧻷']"
𠬖,"['蓊', '禱', '菴', '補', '蕃', '荛', '萮', '褎', '碡', '𧛊', '褠', '磋', '蕷', '雟', '𢂜', '袁', '裘', '𥮉', '奔', '𥰆']"
𠬠,"['文', '艾', '夊', '攵', '丈', '爻', '戈', '又', '攴', '彣', '〩', '叉', '呅', '忟', '义', '殳', '叹', '芠', '父', '斈']"
𠭤,"['𧿨', '販', '皈', '眅', '𥖕', '阪', '敀', '𦙀', '𥄫', '陂', '𠺥', '啟', '踧', '畈', '聝', '舨', '版', '諏', '𥆹', '𪔡']"
𠮙,"['它', '𠯇', '咜', '吜', '𠃣', '乙', '㲸', '之', '𠮩', '𠃝', '吧', '叼', '宐', '乏', '𡴯', '巧', '𣱾', '乪', '乥', '忆']"
𠮩,"['𠖭', '𣱾', '叼', '𧾿', '孒', '勹', '刁', '邙', '疒', '饣', '闩', '出', '吔', '𤽀', '𤴔', '孓', '呫', '𠯇', '汒', '卪']"
𠮾,"['叨', '刅', '乃', '瓦', '忉', '𣲍', '刀', '刃', '叽', '叭', '叼', '呃', '丒', '𠚯', '亢', '呱', '切', '宂', '邳', '𤮾']"
𠮿,"['山', '屲', '圸', '𡹠', '旵', '閊', '岫', '𦘹', '咄', '𡵆', '岬', '峭', '吧', '汕', '崞', '崛', '讪', '𠯽', '喦', '岀']"
𠯅,"['叼', '呌', '勺', '阽', '邙', '勹', '疒', '吒', '汈', '叱', '叻', '弌', '𢩮', '吔', '叫', '刌', '𠱌', '习', '叩', '匀']"
𠯆,"['妇', '奻', '𠲤', '𡚦', '女', '𧴱', '奺', '妋', '姒', '姂', '姏', '姤', '邚', '姐', '妙', '妭', '改', '嫻', '妁', '妝']"
𠯇,"['吧', '吕', '咄', '冋', '乩', '𠯽', '吒', '吜', '芑', '叵', '岜', '𠮙', '囘', '吅', '𠛣', '𣅗', '汒', '甿', '呾', '已']"
𠯋,"['吟', '唅', '兮', '呤', '𥄯', '𠯜', '唥', '𦛽', '昑', '阾', '𠴒', '翎', '肣', '怜', '咤', '吲', '忴', '𠻅', '𡂱', '呁']"
𠯜,"['𠯻', '呴', '𠰈', '呁', '𠯋', '哬', '𠴼', '吆', '吟', '响', '啊', '坷', '𠯦', '吲', '𠯹', '昀', '呤', '𠲡', '𠺶', '𠵏']"
𠯦,"['𠯻', '𠶐', '𠯹', '屻', '唧', '𠰭', '喞', '𠲔', '咖', '啊', '呃', '加', '𠰙', '忉', '𠶚', '𠯪', '吻', '𠽒', '𠯾', '𠴙']"
𠯪,"['𠲔', '𠯦', '呀', '呃', '𢗚', '吵', '咴', '吸', '咂', '𠰁', '𠯻', '啊', '歹', '呤', '𠾿', '𠽒', '喞', '𠰷', '𠱇', '𠹴']"
𠯹,"['啲', '𠯦', '𠯾', '𠯻', '𢖱', '啷', '𠶐', '𠾿', '昒', '𠶒', '唧', '喞', '𠰈', '喐', '𠱊', '吻', '啣', '𤆈', '𠰭', '𠂫']"
𠯻,"['𠯦', '𠯜', '𠯹', '呁', '呴', '哬', '坷', '𠲔', '呃', '𠴼', '𠶚', '𠶐', '吆', '呦', '吸', '𠯪', '喞', '昀', '喐', '畇']"
𠯼,"['饤', '仃', '灯', '朷', '忊', '咑', '打', '圢', '玎', '朾', '矴', '忉', '帄', '旳', '幻', '订', '钉', '耵', '仞', '玓']"
𠯽,"['吐', '趾', '址', '吜', '叫', '止', '咄', '叿', '仩', '呾', '吧', '呌', '芷', '呫', '叱', '咀', '吔', '沚', '丑', '邙']"
𠯾,"['𠯹', '𠸼', '𠯦', '啲', '喞', '𠴓', '仇', '𠴥', '𠱊', '𠶌', '吮', '𠾿', '𠶐', '𠽒', '𠴗', '𠲵', '𠲠', '𠯻', '呦', '叻']"
𠯿,"['𣅶', '𡉽', '叭', '六', '穴', '冭', '大', '叺', '吠', '夶', '庂', '叹', '犬', '欠', '𠱇', '亢', '吭', '太', '吹', '㕲']"
𠰀,"['𠱶', '唓', '啅', '咈', '轲', '𠷥', '㗕', '哱', '呻', '軻', '郣', '哺', '啈', '喡', '悼', '㖂', '啃', '嘞', '𠻋', '𠼳']"
𠰁,"['吁', '呼', '叩', '吲', '呃', '丐', '珂', '呵', '吨', '咂', '眄', '𠯪', '𠾿', '𠯅', '可', '𠯦', '吔', '咜', '叼', '呀']"
𠰂,"['𠱇', '哾', '玩', '吮', '呪', '𠖈', '悦', '𠳗', '喨', '哓', '呩', '兕', '𠴉', '呎', '际', '兑', '𠲶', '完', '唍', '咏']"
𠰃,"['𥄮', '㕵', '旺', '壬', '壮', '吒', '呌', '吐', '𠴏', '呾', '圩', '址', '坵', '叫', '吜', '𠯽', '乇', '咡', '叼', '乓']"
𠰈,"['弘', '吲', '吆', '𠯜', '𡂱', '𠯹', '呤', '咷', '𦛽', '呼', '叼', '𠯻', '引', '呌', '啷', '邻', '𢖱', '唥', '𠯅', '喐']"
𠰉,"['召', '𠳝', '啗', '啱', '𠳺', '邵', '卲', '𠴊', '鄑', '怊', '㗅', '岧', '𣇊', '咶', '咂', '喒', '𠰩', '咯', '嗒', '啒']"
𠰌,"['味', '㕲', '𠱤', '唻', '㖭', '昩', '吠', '㕭', '呋', '呩', '𠳹', '𠲿', '哧', '哜', '𠶛', '吷', '㖻', '昧', '却', '咲']"
𠰍,"['㕵', '主', '𡊲', '旺', '𥄮', '註', '𤖸', '歪', '𦭦', '䇠', '𢗖', '注', '哇', '𠀖', '闰', '玍', '𠰃', '枉', '庄', '里']"
𠰏,"['眨', '吃', '乏', '貶', '砭', '讫', '忔', '圪', '𠖯', '𦚖', '訖', '伛', '𦙏', '阣', '𠇖', '忶', '匀', '该', '郖', '陀']"
𠰘,"['𠲣', '皿', '血', '囬', '吧', '冎', '叿', '黽', '吜', '凹', '盀', '𠯽', '𠯇', '回', '旦', '丗', '囙', '曲', '亡', '冊']"
𠰙,"['唎', '刐', '𠯦', '刵', '呏', '珂', '唧', '𠽒', '吁', '啣', '屻', '𠰁', '啂', '啊', '𠯹', '呼', '咓', '𠯾', '𢗾', '加']"
𠰚,"['咴', '𥅘', '𠲔', '尔', '咏', '𠲖', '吹', '𠱇', '𢘝', '㕭', '尓', '吸', '喐', '𠻅', '唻', '𠯪', '呀', '哬', '味', '𠱈']"
𠰩,"['喁', '用', '𠻴', '唧', '㗅', '即', '哪', '吚', '胛', '𢘭', '卲', '甪', '𨀍', '肕', '阴', '𣋆', '㫝', '呧', '叩', '唄']"
